Agency,Agency Type,Distribution Channel,Duration,Destination,Net Sales,Commision (in value),Age,Claim,Product_Category
EPX,Travel Agency,Online,16,Asia,16.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,33,Asia,80.0,0.0,35,0,Cancellation
CWT,Travel Agency,Online,64,Europe,69.3,41.58,31,0,Rental
EPX,Travel Agency,Online,27,Asia,16.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,3,Asia,11.0,0.0,35,0,Cancellation
TST,Travel Agency,Offline,72,Asia,30.0,10.5,81,0,Single Trip
C2B,Airlines,Online,46,Asia,101.0,25.25,24,0,Value Plan
EPX,Travel Agency,Online,5,Europe,37.0,0.0,36,0,Cancellation
EPX,Travel Agency,Offline,3,Asia,51.0,0.0,32,0,Comprehensive
C2B,Airlines,Online,41,Asia,13.5,3.38,37,0,Value Plan
EPX,Travel Agency,Online,2,Asia,66.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,25,Asia,80.0,20.0,38,0,Value Plan
EPX,Travel Agency,Online,6,Oceania,52.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,19,Asia,60.75,15.19,35,0,Value Plan
EPX,Travel Agency,Online,15,Asia,29.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,86,Asia,19.0,0.0,27,0,Cancellation
EPX,Travel Agency,Online,12,Asia,45.0,0.0,27,0,Comprehensive
RAB,Airlines,Online,115,Asia,23.0,9.2,30,0,Value Plan
JZI,Airlines,Online,6,Asia,22.0,7.7,26,0,Value Plan
EPX,Travel Agency,Online,19,Asia,10.0,0.0,54,0,Cancellation
EPX,Travel Agency,Online,8,Asia,10.0,0.0,23,0,Cancellation
EPX,Travel Agency,Online,44,Asia,61.0,0.0,36,0,Cancellation
JZI,Airlines,Online,10,Asia,22.0,7.7,59,0,Value Plan
C2B,Airlines,Online,45,Asia,41.5,10.38,43,0,Value Plan
EPX,Travel Agency,Online,71,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,20.0,0.0,36,0,Cancellation
C2B,Airlines,Online,12,Asia,47.5,11.88,30,0,Value Plan
JZI,Airlines,Online,78,Asia,40.0,14.0,51,0,Value Plan
EPX,Travel Agency,Online,49,Asia,78.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,15.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,128,Oceania,0.0,53.46,48,0,Rental
EPX,Travel Agency,Online,14,North America,35.0,0.0,26,0,Cancellation
EPX,Travel Agency,Online,1,Asia,13.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,30,Oceania,69.3,41.58,56,0,Rental
EPX,Travel Agency,Online,17,Asia,80.0,0.0,36,0,Cancellation
C2B,Airlines,Online,8,Asia,22.5,5.63,35,0,Value Plan
EPX,Travel Agency,Online,42,Asia,20.0,0.0,34,0,Comprehensive
JZI,Airlines,Online,12,Asia,22.0,7.7,52,0,Value Plan
EPX,Travel Agency,Online,20,Asia,12.0,0.0,50,0,Cancellation
EPX,Travel Agency,Online,31,Asia,80.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,19,Asia,12.0,0.0,36,0,Cancellation
SSI,Airlines,Online,44,Asia,2.76,0.77,48,0,Cancellation
EPX,Travel Agency,Online,36,Asia,24.0,0.0,36,0,Cancellation
RAB,Airlines,Online,34,Asia,31.0,12.4,30,0,Value Plan
EPX,Travel Agency,Online,43,Asia,10.0,0.0,23,0,Cancellation
C2B,Airlines,Online,4,Asia,13.5,3.38,35,0,Value Plan
EPX,Travel Agency,Online,1,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,22,Asia,10.0,0.0,43,0,Cancellation
EPX,Travel Agency,Online,35,Asia,18.0,0.0,30,0,Cancellation
C2B,Airlines,Online,46,Asia,65.65,16.41,25,1,Value Plan
EPX,Travel Agency,Online,18,Asia,24.0,0.0,25,0,Comprehensive
EPX,Travel Agency,Online,34,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,26,Asia,10.0,0.0,35,0,Cancellation
C2B,Airlines,Online,3,Asia,11.5,2.88,37,0,Value Plan
EPX,Travel Agency,Online,184,Asia,10.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,11,Europe,39.6,23.76,37,0,Rental
EPX,Travel Agency,Online,4,Asia,20.0,0.0,32,0,Comprehensive
EPX,Travel Agency,Online,277,Asia,24.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,86,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,11,Asia,21.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,7,Asia,35.0,0.0,46,0,Cancellation
JZI,Airlines,Online,7,Asia,18.0,6.3,48,0,Value Plan
CWT,Travel Agency,Online,15,Asia,39.6,23.76,60,0,Rental
C2B,Airlines,Online,34,Asia,60.0,15.0,30,0,Value Plan
EPX,Travel Agency,Online,24,Asia,31.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,32,Asia,20.0,0.0,38,0,Comprehensive
JWT,Airlines,Online,15,Asia,39.0,15.6,118,0,Value Plan
EPX,Travel Agency,Online,297,Asia,40.0,0.0,36,0,Cancellation
C2B,Airlines,Online,10,Asia,27.0,6.75,29,1,Value Plan
C2B,Airlines,Online,8,Asia,16.0,4.0,24,0,Value Plan
EPX,Travel Agency,Online,19,Asia,0.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,16,Asia,29.0,0.0,33,0,Cancellation
EPX,Travel Agency,Online,27,Asia,10.0,0.0,34,0,Cancellation
C2B,Airlines,Online,5,Asia,27.75,6.94,27,0,Value Plan
EPX,Travel Agency,Online,19,South America,80.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,40,Europe,0.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,10.0,0.0,48,0,Cancellation
C2B,Airlines,Online,14,Asia,88.0,22.0,18,0,Value Plan
EPX,Travel Agency,Online,62,Europe,80.0,0.0,36,0,Cancellation
C2B,Airlines,Online,6,Asia,76.5,19.13,32,0,Value Plan
EPX,Travel Agency,Online,6,Europe,43.0,0.0,36,1,Cancellation
CWT,Travel Agency,Online,85,Europe,39.6,23.76,40,0,Rental
EPX,Travel Agency,Online,96,Asia,14.0,0.0,27,0,Cancellation
EPX,Travel Agency,Online,85,Asia,20.0,0.0,37,0,Comprehensive
EPX,Travel Agency,Online,24,Asia,27.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,7,Asia,10.0,0.0,36,0,Cancellation
C2B,Airlines,Online,14,Asia,105.6,26.4,25,0,Value Plan
EPX,Travel Agency,Online,3,Asia,10.0,0.0,28,0,Cancellation
JZI,Airlines,Online,24,Asia,18.0,6.3,43,0,Value Plan
EPX,Travel Agency,Online,10,Oceania,35.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,188,North America,19.8,11.88,32,0,Rental
EPX,Travel Agency,Online,43,Asia,25.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,9,Asia,11.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,229,Asia,80.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,15,Africa,49.5,29.7,33,0,Rental
C2B,Airlines,Online,14,Asia,62.0,15.5,26,1,Value Plan
EPX,Travel Agency,Online,9,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,31,Asia,80.0,0.0,36,0,Cancellation
C2B,Airlines,Online,13,Asia,70.85,17.71,46,0,Value Plan
EPX,Travel Agency,Online,6,Asia,55.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,275,Asia,0.0,47.52,48,0,Rental
EPX,Travel Agency,Online,71,Asia,25.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,7,Oceania,59.4,35.64,28,0,Rental
EPX,Travel Agency,Online,10,Asia,20.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,9,Asia,49.5,29.7,25,0,Rental
EPX,Travel Agency,Online,31,Asia,10.0,0.0,21,0,Cancellation
EPX,Travel Agency,Online,9,Asia,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,59,North America,112.0,0.0,30,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,19,Asia,60.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,1,Asia,12.0,0.0,35,0,Cancellation
CWT,Travel Agency,Online,72,Europe,79.2,47.52,29,0,Rental
JZI,Airlines,Online,6,Asia,18.0,6.3,46,0,Value Plan
C2B,Airlines,Online,18,Asia,107.0,26.75,45,0,Value Plan
CWT,Travel Agency,Online,134,North America,79.2,47.52,62,0,Rental
CWT,Travel Agency,Online,4,Asia,29.7,17.82,56,0,Rental
EPX,Travel Agency,Online,15,Asia,59.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,264,Asia,26.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,12,Asia,18.5,4.63,38,0,Value Plan
CWT,Travel Agency,Online,11,Oceania,49.5,29.7,42,0,Rental
EPX,Travel Agency,Online,12,Asia,20.0,0.0,58,0,Comprehensive
CWT,Travel Agency,Online,16,Oceania,0.0,17.82,38,0,Rental
C2B,Airlines,Online,10,Asia,30.55,7.64,30,0,Value Plan
EPX,Travel Agency,Online,16,Asia,12.0,0.0,36,0,Cancellation
JZI,Airlines,Online,39,Asia,22.0,7.7,36,0,Value Plan
JZI,Airlines,Online,166,Asia,40.0,14.0,26,0,Value Plan
CWT,Travel Agency,Online,77,Asia,59.4,35.64,31,0,Rental
CWT,Travel Agency,Online,12,Asia,49.5,29.7,53,0,Rental
C2B,Airlines,Online,17,Asia,23.0,5.75,25,0,Value Plan
CWT,Travel Agency,Online,57,Oceania,69.3,41.58,38,0,Rental
C2B,Airlines,Online,31,Asia,77.0,19.25,34,0,Value Plan
CWT,Travel Agency,Online,2,Asia,19.8,11.88,45,0,Rental
CWT,Travel Agency,Online,62,Europe,0.0,71.28,46,0,Rental
EPX,Travel Agency,Online,9,Asia,26.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,69,Oceania,27.0,0.0,36,0,Cancellation
C2B,Airlines,Online,88,Asia,72.0,18.0,31,0,Value Plan
EPX,Travel Agency,Online,6,Asia,42.0,0.0,29,0,Comprehensive
EPX,Travel Agency,Online,9,Asia,70.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,9,Asia,80.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,16,Asia,0.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,127,Europe,0.0,5.94,31,0,Rental
CWT,Travel Agency,Online,80,Oceania,29.7,17.82,28,0,Rental
EPX,Travel Agency,Online,178,Asia,20.0,0.0,25,0,Comprehensive
EPX,Travel Agency,Online,259,Europe,0.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,88,Asia,36.0,0.0,36,0,Cancellation
JZI,Airlines,Online,62,Europe,67.0,23.45,55,0,Value Plan
C2B,Airlines,Online,13,Asia,29.0,7.25,52,0,Value Plan
EPX,Travel Agency,Online,61,Asia,20.0,0.0,21,0,Comprehensive
EPX,Travel Agency,Online,24,Asia,49.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,32,Asia,20.0,0.0,34,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,10.0,0.0,53,0,Cancellation
C2B,Airlines,Online,7,Asia,32.5,8.13,39,0,Value Plan
SSI,Airlines,Online,280,Asia,0.19,0.05,48,0,Cancellation
EPX,Travel Agency,Online,36,Asia,23.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,24,Asia,15.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,54,North America,16.0,0.0,23,0,Cancellation
EPX,Travel Agency,Online,17,Oceania,80.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,139,Asia,20.0,0.0,27,0,Comprehensive
JZI,Airlines,Online,16,Asia,35.0,12.25,55,0,Value Plan
EPX,Travel Agency,Online,9,Asia,25.0,0.0,65,0,Comprehensive
EPX,Travel Agency,Online,1,Asia,10.0,0.0,34,0,Cancellation
EPX,Travel Agency,Online,5,Asia,23.0,0.0,36,0,Cancellation
C2B,Airlines,Online,11,Asia,58.2,14.55,29,0,Value Plan
EPX,Travel Agency,Online,7,Asia,80.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,26,Asia,15.0,0.0,40,0,Cancellation
EPX,Travel Agency,Online,21,Asia,35.0,0.0,36,0,Cancellation
C2B,Airlines,Online,6,Asia,23.4,5.85,59,0,Value Plan
EPX,Travel Agency,Online,23,Asia,23.0,0.0,36,0,Cancellation
JZI,Airlines,Online,7,Asia,35.0,12.25,58,0,Value Plan
JZI,Airlines,Online,9,Asia,58.0,20.3,54,0,Value Plan
EPX,Travel Agency,Online,55,North America,80.0,0.0,27,1,Cancellation
JZI,Airlines,Online,23,Europe,125.0,43.75,28,0,Value Plan
EPX,Travel Agency,Online,29,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,32,Asia,13.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,39,Asia,31.0,0.0,36,0,Comprehensive
LWC,Travel Agency,Online,8,Asia,25.0,16.25,35,0,Single Trip
CWT,Travel Agency,Online,9,Africa,29.7,17.82,34,0,Rental
JZI,Airlines,Online,35,Asia,50.0,17.5,47,0,Value Plan
EPX,Travel Agency,Online,120,Asia,99.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,28,Europe,103.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,36,Asia,10.0,0.0,68,0,Cancellation
JZI,Airlines,Online,11,Asia,35.0,12.25,27,0,Value Plan
EPX,Travel Agency,Online,27,Europe,20.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,12,Asia,76.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,70,Asia,10.0,0.0,32,0,Cancellation
EPX,Travel Agency,Online,12,Asia,49.0,0.0,35,0,Comprehensive
C2B,Airlines,Online,6,Asia,21.0,5.25,52,0,Value Plan
EPX,Travel Agency,Online,44,Asia,10.0,0.0,31,0,Cancellation
EPX,Travel Agency,Online,7,Asia,24.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,9,Asia,22.1,5.53,46,0,Value Plan
KML,Travel Agency,Online,52,Europe,158.0,60.04,48,0,Value Plan
EPX,Travel Agency,Online,29,Asia,49.0,0.0,36,0,Comprehensive
ART,Airlines,Online,5,Asia,4.7,1.65,48,0,Annual
CWT,Travel Agency,Online,69,Europe,0.0,53.46,52,0,Rental
EPX,Travel Agency,Online,28,Asia,11.0,0.0,36,0,Cancellation
SSI,Airlines,Online,14,Asia,21.35,5.98,48,0,Cancellation
EPX,Travel Agency,Online,21,Asia,20.0,0.0,61,0,Comprehensive
EPX,Travel Agency,Online,101,Asia,23.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,364,Asia,216.0,54.0,51,0,Annual
EPX,Travel Agency,Online,104,North America,80.0,0.0,65,0,Cancellation
CWT,Travel Agency,Online,51,Europe,69.3,41.58,22,0,Rental
EPX,Travel Agency,Online,25,Asia,22.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,24,Asia,18.0,6.3,57,0,Value Plan
EPX,Travel Agency,Online,21,Asia,10.0,0.0,21,0,Cancellation
RAB,Airlines,Online,6,Asia,0.0,6.0,28,0,Value Plan
EPX,Travel Agency,Online,6,Asia,20.0,0.0,56,0,Comprehensive
EPX,Travel Agency,Online,49,North America,0.0,0.0,34,0,Cancellation
C2B,Airlines,Online,83,Asia,76.3,19.07,39,0,Value Plan
CWT,Travel Agency,Online,76,Oceania,128.7,77.22,65,0,Rental
EPX,Travel Agency,Online,85,Asia,52.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,42,Asia,50.0,17.5,35,0,Value Plan
EPX,Travel Agency,Online,22,North America,29.0,0.0,55,0,Comprehensive
C2B,Airlines,Online,42,Asia,139.0,34.75,27,0,Value Plan
EPX,Travel Agency,Online,12,Asia,37.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,16,Asia,16.0,4.0,19,0,Value Plan
C2B,Airlines,Online,51,Asia,142.5,35.63,45,0,Value Plan
CWT,Travel Agency,Online,91,Europe,49.5,29.7,47,0,Rental
C2B,Airlines,Online,6,Asia,11.5,2.88,59,0,Value Plan
EPX,Travel Agency,Online,41,Asia,10.0,0.0,22,0,Cancellation
C2B,Airlines,Online,3,Asia,14.95,3.74,30,0,Value Plan
EPX,Travel Agency,Online,85,Asia,10.0,0.0,29,0,Cancellation
EPX,Travel Agency,Online,140,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,1,Asia,22.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,19,Oceania,76.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,14,Asia,22.1,5.53,26,1,Value Plan
JZI,Airlines,Online,40,Asia,22.0,7.7,32,0,Value Plan
EPX,Travel Agency,Online,40,Asia,51.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,56,Asia,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,78,Asia,56.0,0.0,28,0,Comprehensive
EPX,Travel Agency,Online,27,Asia,22.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,0.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,10.0,0.0,44,0,Cancellation
CWT,Travel Agency,Online,114,Europe,29.7,17.82,33,0,Rental
EPX,Travel Agency,Online,2,Asia,22.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,103,Oceania,83.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,132,Asia,33.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,20,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,13,Asia,47.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,36,Asia,44.0,0.0,36,0,Cancellation
C2B,Airlines,Online,17,Asia,40.0,10.0,38,0,Value Plan
EPX,Travel Agency,Online,3,Asia,26.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,268,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,52,Asia,65.0,0.0,36,0,Comprehensive
TST,Travel Agency,Offline,31,Asia,30.0,10.5,69,0,Single Trip
JZI,Airlines,Online,15,Asia,26.0,9.1,65,0,Value Plan
C2B,Airlines,Online,9,Asia,27.0,6.75,56,0,Value Plan
CWT,Travel Agency,Online,3,Asia,29.7,17.82,38,0,Rental
EPX,Travel Agency,Online,81,Asia,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,3,Asia,18.0,6.3,20,0,Value Plan
EPX,Travel Agency,Online,5,Asia,21.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,13,Asia,19.8,11.88,37,0,Rental
EPX,Travel Agency,Online,124,Asia,44.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,162,Asia,112.0,0.0,46,0,Comprehensive
KML,Travel Agency,Online,20,Asia,22.0,8.36,48,0,Value Plan
C2B,Airlines,Online,19,Asia,33.5,8.38,32,0,Value Plan
EPX,Travel Agency,Online,8,Asia,10.0,0.0,42,0,Cancellation
JZI,Airlines,Online,34,Asia,22.0,7.7,49,0,Value Plan
JZI,Airlines,Online,7,Asia,18.0,6.3,60,0,Value Plan
EPX,Travel Agency,Online,13,Asia,29.0,0.0,40,0,Cancellation
CWT,Travel Agency,Online,31,Oceania,0.0,59.4,34,0,Rental
EPX,Travel Agency,Online,40,Asia,36.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,54,Asia,60.0,15.0,28,0,Value Plan
CWT,Travel Agency,Online,40,Europe,79.2,47.52,41,0,Rental
EPX,Travel Agency,Online,123,Asia,10.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,41,Europe,108.9,65.34,36,0,Rental
C2B,Airlines,Online,4,Asia,13.5,3.38,41,0,Value Plan
EPX,Travel Agency,Online,78,North America,109.0,0.0,27,0,Comprehensive
CWT,Travel Agency,Online,25,Europe,9.9,5.94,33,0,Rental
EPX,Travel Agency,Online,145,Oceania,56.0,0.0,36,0,Cancellation
JZI,Airlines,Online,1,Asia,18.0,6.3,34,0,Value Plan
EPX,Travel Agency,Online,21,Europe,101.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,7,Asia,29.5,7.38,38,0,Value Plan
EPX,Travel Agency,Online,22,Asia,47.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,24,Asia,10.0,0.0,21,0,Cancellation
C2B,Airlines,Online,4,Asia,27.0,6.75,32,0,Value Plan
C2B,Airlines,Online,8,Asia,33.5,8.38,29,0,Value Plan
JZI,Airlines,Online,39,Asia,35.0,12.25,36,0,Value Plan
C2B,Airlines,Online,27,Asia,23.0,5.75,34,0,Value Plan
SSI,Airlines,Online,65,Asia,4.76,1.33,48,1,Cancellation
C2B,Airlines,Online,17,Asia,47.5,11.88,34,0,Value Plan
EPX,Travel Agency,Online,47,Asia,20.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,38,Asia,80.0,0.0,36,0,Cancellation
JZI,Airlines,Online,22,Asia,40.0,14.0,50,0,Value Plan
SSI,Airlines,Online,94,Asia,0.84,0.24,48,0,Cancellation
EPX,Travel Agency,Online,24,Asia,16.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,114,Asia,31.0,0.0,36,0,Cancellation
C2B,Airlines,Online,128,Asia,30.55,7.64,49,0,Value Plan
C2B,Airlines,Online,8,Asia,23.5,5.88,73,0,Value Plan
EPX,Travel Agency,Online,38,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,23.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,6,Asia,61.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,40,Europe,39.6,23.76,34,0,Rental
EPX,Travel Agency,Online,6,Asia,40.0,0.0,30,0,Comprehensive
SSI,Airlines,Online,20,Asia,21.35,5.98,48,0,Cancellation
JZI,Airlines,Online,133,Asia,22.0,7.7,30,0,Value Plan
C2B,Airlines,Online,53,Asia,148.0,37.0,30,0,Value Plan
EPX,Travel Agency,Online,6,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,North America,26.0,0.0,26,0,Comprehensive
EPX,Travel Agency,Online,37,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,94,Europe,26.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,33,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,13,Asia,89.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,9,Asia,69.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,9,Oceania,20.0,0.0,66,0,Comprehensive
CWT,Travel Agency,Online,3,Europe,19.8,11.88,25,0,Rental
EPX,Travel Agency,Online,15,Asia,27.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,17,Europe,0.0,17.82,58,0,Rental
EPX,Travel Agency,Online,62,Asia,26.0,0.0,24,0,Comprehensive
C2B,Airlines,Online,28,Asia,50.4,12.6,42,0,Value Plan
JZI,Airlines,Online,5,Asia,18.0,6.3,34,0,Value Plan
EPX,Travel Agency,Online,22,Asia,20.0,0.0,56,0,Comprehensive
CWT,Travel Agency,Online,41,Asia,39.6,23.76,33,0,Rental
EPX,Travel Agency,Online,4,Asia,33.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,20,Oceania,39.6,23.76,45,0,Rental
C2B,Airlines,Online,21,Asia,39.0,9.75,32,0,Value Plan
EPX,Travel Agency,Online,65,Oceania,39.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,10,Asia,10.0,0.0,57,0,Cancellation
EPX,Travel Agency,Online,12,Asia,20.0,0.0,28,0,Comprehensive
EPX,Travel Agency,Online,28,Asia,10.0,0.0,64,0,Cancellation
C2B,Airlines,Online,15,Asia,20.0,5.0,33,0,Value Plan
ART,Airlines,Online,27,Europe,96.0,33.6,118,0,Value Plan
EPX,Travel Agency,Online,2,Asia,11.0,0.0,32,0,Cancellation
JZI,Airlines,Online,81,Asia,45.0,15.75,23,0,Value Plan
JZI,Airlines,Online,6,Asia,18.0,6.3,25,0,Value Plan
CWT,Travel Agency,Online,19,Europe,29.7,17.82,28,0,Rental
EPX,Travel Agency,Online,1,Asia,20.0,0.0,57,0,Comprehensive
JZI,Airlines,Online,18,Asia,58.0,20.3,30,0,Value Plan
CBH,Travel Agency,Offline,253,Asia,29.0,9.57,29,0,Comprehensive
JZI,Airlines,Online,25,Asia,22.0,7.7,32,0,Value Plan
EPX,Travel Agency,Online,33,Europe,20.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,5,Asia,41.0,0.0,34,0,Comprehensive
KML,Travel Agency,Online,162,Europe,109.0,41.42,48,0,Value Plan
EPX,Travel Agency,Online,37,Asia,20.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,24,Africa,112.0,0.0,36,0,Comprehensive
RAB,Airlines,Online,44,Asia,31.0,12.4,72,0,Value Plan
EPX,Travel Agency,Online,32,North America,112.0,0.0,46,0,Comprehensive
CWT,Travel Agency,Online,17,Africa,49.5,29.7,60,0,Rental
EPX,Travel Agency,Online,1,Asia,24.0,0.0,35,0,Cancellation
CWT,Travel Agency,Online,32,Asia,39.6,23.76,61,0,Rental
EPX,Travel Agency,Online,42,Asia,12.0,0.0,21,0,Cancellation
EPX,Travel Agency,Online,96,Oceania,24.0,0.0,22,0,Cancellation
C2B,Airlines,Online,19,Asia,27.0,6.75,32,0,Value Plan
EPX,Travel Agency,Online,24,Asia,44.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,45,Asia,30.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,36,Asia,25.0,0.0,49,0,Cancellation
EPX,Travel Agency,Online,23,Asia,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Offline,20,North America,35.0,12.25,41,0,Value Plan
EPX,Travel Agency,Online,67,Asia,19.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,2,Oceania,10.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,46,Oceania,69.3,41.58,43,0,Rental
JZI,Airlines,Online,37,Asia,26.0,9.1,66,0,Value Plan
EPX,Travel Agency,Online,12,Asia,40.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,144,Asia,20.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,29,Asia,29.0,0.0,36,0,Cancellation
C2B,Airlines,Online,5,Asia,11.5,2.88,30,0,Value Plan
CSR,Travel Agency,Offline,29,Asia,29.0,9.57,74,0,Comprehensive
LWC,Travel Agency,Online,365,Asia,204.6,132.99,44,0,Annual
ART,Airlines,Online,36,Asia,29.0,10.15,52,0,Value Plan
EPX,Travel Agency,Online,76,Asia,21.0,0.0,36,0,Cancellation
JZI,Airlines,Online,103,North America,96.0,33.6,35,0,Value Plan
EPX,Travel Agency,Online,24,Asia,10.0,0.0,56,0,Cancellation
EPX,Travel Agency,Online,7,Asia,42.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,35.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,9,Asia,23.5,5.88,24,0,Value Plan
CWT,Travel Agency,Online,10,Asia,19.8,11.88,33,0,Rental
C2B,Airlines,Online,6,Asia,18.5,4.63,21,0,Value Plan
JWT,Airlines,Online,44,Asia,39.0,15.6,118,0,Value Plan
EPX,Travel Agency,Online,50,Asia,26.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,11,Asia,39.6,23.76,33,0,Rental
JZI,Airlines,Online,3,Asia,22.0,7.7,62,0,Value Plan
EPX,Travel Agency,Online,55,Asia,21.0,0.0,36,0,Cancellation
C2B,Airlines,Online,365,Asia,216.0,54.0,42,0,Annual
